name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,1,0,0,0,0,0,2,0,11,15.8,0.0,0.0,1.6,1,0.00,0.01,0.01,0.61,2,False,58,Arsenal,GK,56,Arsenal,Newcastle,2,1,False,Newcastle,6
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,GK,43,Arsenal,Newcastle,2,1,False,Newcastle,6
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,GK,40,Arsenal,Newcastle,2,1,False,Newcastle,6
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,GK,40,Arsenal,Newcastle,2,1,False,Newcastle,6
Gabriel dos Santos Magalhães,5,90,1,0,0,1,0,0,0,0,0,0,3,34,76.8,2.5,33.0,11.2,1,0.22,0.02,0.24,0.61,13,True,58,Arsenal,DEF,62,Arsenal,Newcastle,2,1,False,Newcastle,6
William Saliba,6,45,0,0,0,0,0,0,0,0,0,0,0,8,5.4,11.8,2.0,1.9,0,0.00,0.07,0.07,0.20,1,False,58,Arsenal,DEF,60,Arsenal,Newcastle,2,1,False,Newcastle,6
Riccardo Calafiori,7,69,0,0,0,1,0,0,0,1,0,0,0,0,3.6,16.8,10.0,3.0,1,0.10,0.04,0.14,0.53,1,False,58,Arsenal,DEF,57,Arsenal,Newcastle,2,1,False,Newcastle,6
Jurriën Timber,8,90,0,0,0,1,0,0,0,0,0,0,0,10,24.6,38.2,25.0,8.8,1,0.53,0.21,0.74,0.61,2,False,58,Arsenal,DEF,58,Arsenal,Newcastle,2,1,False,Newcastle,6
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,DEF,54,Arsenal,Newcastle,2,1,False,Newcastle,6
Myles Lewis-Skelly,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.9,2.0,0.2,0,0.00,0.00,0.00,0.04,1,False,58,Arsenal,DEF,53,Arsenal,Newcastle,2,1,False,Newcastle,6
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,DEF,54,Arsenal,Newcastle,2,1,False,Newcastle,6
Oleksandr Zinchenko,12,90,0,0,0,1,0,0,0,0,0,0,0,13,14.8,19.3,0.0,3.4,1,0.00,0.10,0.10,1.19,2,False,59,Nottingham,DEF,49,Sunderland,Nottingham,1,0,True,Sunderland,6
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,DEF,40,Arsenal,Newcastle,2,1,False,Newcastle,6
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,DEF,39,Arsenal,Newcastle,2,1,False,Newcastle,6
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,DEF,39,Arsenal,Newcastle,2,1,False,Newcastle,6
Bukayo Saka,16,69,0,0,0,1,0,0,0,0,0,0,0,10,4.4,11.4,30.0,4.6,1,0.08,0.01,0.09,0.53,2,False,58,Arsenal,MID,98,Arsenal,Newcastle,2,1,False,Newcastle,6
Martin Ødegaard,17,8,0,1,0,0,0,0,0,0,0,0,0,16,19.0,16.4,0.0,3.5,0,0.00,0.25,0.25,0.08,4,False,58,Arsenal,MID,79,Arsenal,Newcastle,2,1,False,Newcastle,6
Noni Madueke,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,58,Arsenal,MID,70,Arsenal,Newcastle,2,1,False,Newcastle,6
