name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,2,0,0,0,0,0,0,0,-2,1.6,0.0,0.0,0.2,1,0.00,0.00,0.00,0.44,1,False,108,Arsenal,GK,59,Arsenal,Sunderland,2,2,False,Sunderland,11
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,GK,42,Arsenal,Sunderland,2,2,False,Sunderland,11
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,GK,40,Arsenal,Sunderland,2,2,False,Sunderland,11
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,GK,40,Arsenal,Sunderland,2,2,False,Sunderland,11
Gabriel dos Santos Magalhães,5,90,0,0,0,2,0,0,0,0,0,0,0,6,21.4,15.4,4.0,4.1,1,0.00,0.03,0.03,0.44,1,False,108,Arsenal,DEF,66,Arsenal,Sunderland,2,2,False,Sunderland,11
William Saliba,6,90,0,0,0,2,0,0,0,0,0,0,0,4,17.2,4.5,6.0,2.8,1,0.16,0.03,0.19,0.44,1,False,108,Arsenal,DEF,60,Arsenal,Sunderland,2,2,False,Sunderland,11
Riccardo Calafiori,7,90,0,0,0,2,0,0,0,0,0,0,0,-1,11.4,7.8,35.0,5.4,1,0.23,0.05,0.28,0.44,1,False,108,Arsenal,DEF,58,Arsenal,Sunderland,2,2,False,Sunderland,11
Jurriën Timber,8,90,0,0,0,2,0,0,0,0,0,0,0,7,13.0,6.3,8.0,2.7,1,0.00,0.03,0.03,0.44,1,False,108,Arsenal,DEF,61,Arsenal,Sunderland,2,2,False,Sunderland,11
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,54,Arsenal,Sunderland,2,2,False,Sunderland,11
Myles Lewis-Skelly,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,52,Arsenal,Sunderland,2,2,False,Sunderland,11
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,53,Arsenal,Sunderland,2,2,False,Sunderland,11
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,107,Nottingham,DEF,49,Leeds United,Nottingham,1,3,True,Leeds United,11
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,39,Arsenal,Sunderland,2,2,False,Sunderland,11
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,39,Arsenal,Sunderland,2,2,False,Sunderland,11
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,108,Arsenal,DEF,39,Arsenal,Sunderland,2,2,False,Sunderland,11
