name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,1,0,0,0,0,0,2,0,11,21.8,10.0,0.0,3.2,1,0.00,0.00,0.00,0.85,2,False,171,Arsenal,GK,60,Brighton,Arsenal,1,2,True,Brighton,18
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,GK,41,Brighton,Arsenal,1,2,True,Brighton,18
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,GK,40,Brighton,Arsenal,1,2,True,Brighton,18
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,GK,39,Brighton,Arsenal,1,2,True,Brighton,18
Gabriel dos Santos Magalhães,5,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.2,4.0,0.3,0,0.02,0.00,0.02,0.32,1,False,171,Arsenal,DEF,62,Brighton,Arsenal,1,2,True,Brighton,18
William Saliba,6,90,0,0,0,1,0,0,0,0,0,0,0,10,10.4,0.8,2.0,1.3,1,0.00,0.00,0.00,0.85,2,False,171,Arsenal,DEF,59,Brighton,Arsenal,1,2,True,Brighton,18
Riccardo Calafiori,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,DEF,57,Brighton,Arsenal,1,2,True,Brighton,18
Jurriën Timber,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,DEF,65,Brighton,Arsenal,1,2,True,Brighton,18
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,DEF,54,Brighton,Arsenal,1,2,True,Brighton,18
Myles Lewis-Skelly,10,70,0,0,0,1,0,0,0,1,0,0,0,4,7.4,2.1,4.0,1.4,1,0.00,0.01,0.01,0.54,1,False,171,Arsenal,DEF,51,Brighton,Arsenal,1,2,True,Brighton,18
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,DEF,52,Brighton,Arsenal,1,2,True,Brighton,18
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,178,Nottingham,DEF,49,Manchester City,Nottingham,2,1,True,Manchester City,18
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,171,Arsenal,DEF,38,Brighton,Arsenal,1,2,True,Brighton,18
