name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
Claudio Echeverri,785,5,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.4,0.0,0.3,0,0.00,0.01,0.01,0.45,0,0,0,0,0,0,0,1,False,372,Manchester City,MID,58,Manchester City,Fulham,2,0,False,Fulham,38
Benjamin Fredrick,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,40,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Genesis Antwi,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
Dermot Mee,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,GK,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Sean Neave,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Newcastle,FWD,45,Everton,Newcastle,1,0,True,Everton,38
Jimi Gower,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,45,Arsenal,Southampton,2,1,False,Southampton,38
Charlie Tasker,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
Jeremy Monga,792,18,0,0,0,2,0,0,0,0,0,0,0,4,2.0,10.3,0.0,1.2,0,0.00,0.01,0.01,0.45,0,0,0,0,0,0,0,1,False,371,Leicester,MID,45,Leicester,Bournemouth,0,2,False,Bournemouth,38
Jack Henry-Francis,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,MID,45,Arsenal,Southampton,2,1,False,Southampton,38
Freddie Simmonds,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
Harry Howell,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
Olabade Aluko,796,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.2,0.0,0.2,0,0.00,0.00,0.00,0.04,0,0,0,0,0,0,0,1,False,371,Leicester,DEF,40,Leicester,Bournemouth,0,2,False,Bournemouth,38
Jake Evans,797,4,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.09,0,0,0,0,0,0,0,1,False,371,Leicester,MID,45,Leicester,Bournemouth,0,2,False,Bournemouth,38
Jay Robinson,798,78,0,0,0,1,0,0,0,0,0,0,0,6,6.2,0.6,23.0,3.0,1,0.07,0.00,0.07,1.88,0,0,0,0,0,0,0,2,False,378,Southampton,FWD,44,Arsenal,Southampton,2,1,True,Arsenal,38
Somto Boniface,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,DEF,40,West Ham,Ipswich,3,1,True,West Ham,38
Tom Taylor,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,MID,45,West Ham,Ipswich,3,1,True,West Ham,38
Brayden Clarke,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,DEF,40,Arsenal,Southampton,2,1,False,Southampton,38
Sammy Braybrooke,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,MID,45,Leicester,Bournemouth,0,2,False,Bournemouth,38
Reece Welch,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,DEF,40,Everton,Newcastle,1,0,False,Newcastle,38
Jayden Moore,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,DEF,40,Arsenal,Southampton,2,1,True,Arsenal,38
