name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,1,0,0,0,0,0,0,1,0,24,12.8,0.0,0.0,1.3,1,0.00,0.00,0.00,0.20,6,False,31,Arsenal,GK,55,Nottingham,Arsenal,0,3,True,Nottingham,4
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,GK,44,Nottingham,Arsenal,0,3,True,Nottingham,4
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,GK,40,Nottingham,Arsenal,0,3,True,Nottingham,4
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,GK,40,Nottingham,Arsenal,0,3,True,Nottingham,4
Gabriel dos Santos Magalhães,5,90,0,0,1,0,0,0,0,0,0,0,1,32,28.0,1.3,9.0,3.8,1,0.20,0.01,0.21,0.20,9,False,31,Arsenal,DEF,61,Nottingham,Arsenal,0,3,True,Nottingham,4
William Saliba,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,60,Nottingham,Arsenal,0,3,True,Nottingham,4
Riccardo Calafiori,7,67,0,0,1,0,0,0,0,1,0,0,0,16,5.4,12.6,2.0,2.0,1,0.00,0.01,0.01,0.10,5,False,31,Arsenal,DEF,57,Nottingham,Arsenal,0,3,True,Nottingham,4
Jurriën Timber,8,90,0,0,1,0,0,0,0,0,0,0,2,37,19.8,13.0,35.0,6.8,1,0.30,0.02,0.32,0.20,8,False,31,Arsenal,DEF,57,Nottingham,Arsenal,0,3,True,Nottingham,4
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Myles Lewis-Skelly,10,22,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2.0,0.0,0.1,0,0.00,0.00,0.00,0.10,1,False,31,Arsenal,DEF,53,Nottingham,Arsenal,0,3,True,Nottingham,4
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Nottingham,DEF,49,Nottingham,Arsenal,0,3,False,Arsenal,4
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,40,Nottingham,Arsenal,0,3,True,Nottingham,4
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,40,Nottingham,Arsenal,0,3,True,Nottingham,4
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,DEF,40,Nottingham,Arsenal,0,3,True,Nottingham,4
Bukayo Saka,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,MID,98,Nottingham,Arsenal,0,3,True,Nottingham,4
Martin Ødegaard,17,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5.2,0.0,0.5,1,0.00,0.00,0.00,0.00,1,False,31,Arsenal,MID,79,Nottingham,Arsenal,0,3,True,Nottingham,4
Noni Madueke,18,78,0,0,1,0,0,0,0,0,0,0,0,24,22.6,70.8,26.0,11.9,1,0.00,0.71,0.71,0.10,3,False,31,Arsenal,MID,70,Nottingham,Arsenal,0,3,True,Nottingham,4
Gabriel Martinelli Silva,19,12,0,0,0,0,0,0,0,0,0,0,0,4,2.0,4.3,0.0,0.6,0,0.00,0.00,0.00,0.10,1,False,31,Arsenal,MID,69,Nottingham,Arsenal,0,3,True,Nottingham,4
Leandro Trossard,20,11,0,1,0,0,0,0,0,0,0,0,0,12,17.2,10.5,4.0,3.2,0,0.00,0.26,0.26,0.10,4,False,31,Arsenal,MID,69,Nottingham,Arsenal,0,3,True,Nottingham,4
Declan Rice,21,22,0,0,0,0,0,0,0,0,0,0,0,1,3.4,1.3,2.0,0.7,0,0.00,0.03,0.03,0.10,1,False,31,Arsenal,MID,65,Nottingham,Arsenal,0,3,True,Nottingham,4
Mikel Merino Zazón,22,90,0,0,1,0,0,0,0,0,0,0,0,15,13.2,20.3,33.0,6.7,1,0.13,0.07,0.20,0.20,3,False,31,Arsenal,MID,59,Nottingham,Arsenal,0,3,True,Nottingham,4
Fábio Ferreira Vieira,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,MID,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Christian Nørgaard,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,MID,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Ethan Nwaneri,25,72,0,0,1,0,0,0,0,0,0,0,0,8,2.4,18.7,15.0,3.6,0,0.15,0.03,0.18,0.20,3,False,31,Arsenal,MID,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Martín Zubimendi Ibáñez,26,90,2,0,1,0,0,0,0,0,0,0,3,52,68.6,14.5,25.0,10.8,1,0.16,0.03,0.19,0.20,16,True,31,Arsenal,MID,54,Nottingham,Arsenal,0,3,True,Nottingham,4
Reiss Nelson,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,33,Brentford,MID,49,Chelsea,Brentford,2,2,True,Chelsea,4
Ismeal Kabia,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,MID,45,Nottingham,Arsenal,0,3,True,Nottingham,4
Albert Sambi Lokonga,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,MID,45,Nottingham,Arsenal,0,3,True,Nottingham,4
Kai Havertz,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,FWD,74,Nottingham,Arsenal,0,3,True,Nottingham,4
Gabriel Fernando de Jesus,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,31,Arsenal,FWD,65,Nottingham,Arsenal,0,3,True,Nottingham,4
Emiliano Martínez Romero,32,90,0,0,1,0,0,0,0,0,0,2,0,27,20.2,0.0,0.0,2.0,1,0.00,0.00,0.00,2.08,6,False,36,Aston Villa,GK,50,Aston Villa,Everton,0,0,False,Everton,4
Marco Bizot,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,GK,45,Aston Villa,Everton,0,0,False,Everton,4
Joe Gauci,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,GK,40,Aston Villa,Everton,0,0,False,Everton,4
Filip Marschall,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,GK,40,Aston Villa,Everton,0,0,False,Everton,4
Matty Cash,36,90,0,0,1,0,0,0,0,1,0,0,0,13,13.2,16.6,2.0,3.2,1,0.00,0.14,0.14,2.08,5,False,36,Aston Villa,DEF,45,Aston Villa,Everton,0,0,False,Everton,4
Lucas Digne,37,90,0,0,1,0,0,0,0,1,0,0,0,18,7.4,6.8,9.0,2.3,1,0.08,0.01,0.09,2.08,5,False,36,Aston Villa,DEF,45,Aston Villa,Everton,0,0,False,Everton,4
Ezri Konsa Ngoyo,38,90,0,0,1,0,0,0,0,0,0,0,0,28,15.4,1.0,0.0,1.6,1,0.00,0.01,0.01,2.08,6,False,36,Aston Villa,DEF,45,Aston Villa,Everton,0,0,False,Everton,4
Ian Maatsen,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,44,Aston Villa,Everton,0,0,False,Everton,4
Tyrone Mings,40,90,0,0,1,0,0,0,0,0,0,0,1,30,36.0,1.3,8.0,4.5,1,0.22,0.01,0.23,2.08,9,False,36,Aston Villa,DEF,45,Aston Villa,Everton,0,0,False,Everton,4
Pau Torres,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,44,Aston Villa,Everton,0,0,False,Everton,4
Andrés García,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,39,Aston Villa,Everton,0,0,False,Everton,4
Álex Moreno Lopera,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,40,Aston Villa,Everton,0,0,False,Everton,4
Lamare Bogarde,44,82,0,0,1,0,0,0,0,0,0,0,3,35,13.0,2.0,0.0,1.5,1,0.00,0.02,0.02,1.60,9,False,36,Aston Villa,DEF,40,Aston Villa,Everton,0,0,False,Everton,4
Lino da Cruz Sousa,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,40,Aston Villa,Everton,0,0,False,Everton,4
Yasin Özcan,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,DEF,40,Aston Villa,Everton,0,0,False,Everton,4
Morgan Rogers,47,90,0,0,1,0,0,0,0,0,0,0,0,4,6.4,4.0,7.0,1.7,1,0.08,0.02,0.10,2.08,3,False,36,Aston Villa,MID,70,Aston Villa,Everton,0,0,False,Everton,4
Youri Tielemans,48,45,0,0,0,0,0,0,0,0,0,0,0,10,3.4,2.3,0.0,0.6,1,0.00,0.02,0.02,1.17,1,False,36,Aston Villa,MID,59,Aston Villa,Everton,0,0,False,Everton,4
Leon Bailey,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,55,Aston Villa,Everton,0,0,False,Everton,4
Emiliano Buendía Stati,50,70,0,0,1,0,0,0,0,1,0,0,0,6,8.6,13.2,13.0,3.5,1,0.16,0.06,0.22,1.53,2,False,36,Aston Villa,MID,53,Aston Villa,Everton,0,0,False,Everton,4
Samuel Iling-Junior,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,55,Aston Villa,Everton,0,0,False,Everton,4
Jacob Ramsey,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,39,Newcastle,MID,54,Wolverhampton,Newcastle,0,1,True,Wolverhampton,4
Donyell Malen,53,7,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.3,0.0,0.1,0,0.00,0.00,0.00,0.48,1,False,36,Aston Villa,MID,52,Aston Villa,Everton,0,0,False,Everton,4
John McGinn,54,90,0,0,1,0,0,0,0,0,0,0,0,12,10.4,13.4,0.0,2.4,1,0.00,0.03,0.03,2.08,3,False,36,Aston Villa,MID,55,Aston Villa,Everton,0,0,False,Everton,4
Ross Barkley,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,49,Aston Villa,Everton,0,0,False,Everton,4
Enzo Barrenechea,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,50,Aston Villa,Everton,0,0,False,Everton,4
Lewis Dobbin,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,50,Aston Villa,Everton,0,0,False,Everton,4
Boubacar Kamara,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,49,Aston Villa,Everton,0,0,False,Everton,4
Amadou Onana,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,36,Aston Villa,MID,49,Aston Villa,Everton,0,0,False,Everton,4
