name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,1,0,0,0,0,0,0,2,1,30,21.6,10.1,0.0,3.2,1,0.00,0.00,0.00,0.19,7,False,241,Arsenal,GK,59,Sunderland,Arsenal,0,3,True,Sunderland,25
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,GK,41,Sunderland,Arsenal,0,3,True,Sunderland,25
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,GK,40,Sunderland,Arsenal,0,3,True,Sunderland,25
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,GK,39,Sunderland,Arsenal,0,3,True,Sunderland,25
Gabriel dos Santos Magalhães,5,90,0,0,1,0,0,0,0,0,0,0,0,28,17.2,1.7,0.0,1.9,1,0.00,0.01,0.01,0.19,6,False,241,Arsenal,DEF,71,Sunderland,Arsenal,0,3,True,Sunderland,25
William Saliba,6,90,0,0,1,0,0,0,0,1,0,0,0,28,20.4,6.4,0.0,2.7,1,0.00,0.02,0.02,0.19,7,False,241,Arsenal,DEF,61,Sunderland,Arsenal,0,3,True,Sunderland,25
Riccardo Calafiori,7,66,0,0,1,0,0,0,0,0,0,0,0,18,4.8,2.3,4.0,1.1,1,0.03,0.02,0.05,0.17,6,False,241,Arsenal,DEF,56,Sunderland,Arsenal,0,3,True,Sunderland,25
Jurriën Timber,8,90,0,0,1,0,0,0,0,0,0,0,0,24,11.6,3.2,2.0,1.7,1,0.00,0.02,0.02,0.19,6,False,241,Arsenal,DEF,64,Sunderland,Arsenal,0,3,True,Sunderland,25
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,54,Sunderland,Arsenal,0,3,True,Sunderland,25
Myles Lewis-Skelly,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,51,Sunderland,Arsenal,0,3,True,Sunderland,25
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,51,Sunderland,Arsenal,0,3,True,Sunderland,25
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,246,Nottingham,DEF,49,Nottingham,Leeds United,1,3,False,Leeds United,25
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,38,Sunderland,Arsenal,0,3,True,Sunderland,25
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,39,Sunderland,Arsenal,0,3,True,Sunderland,25
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,DEF,37,Sunderland,Arsenal,0,3,True,Sunderland,25
Bukayo Saka,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,99,Sunderland,Arsenal,0,3,True,Sunderland,25
Martin Ødegaard,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,78,Sunderland,Arsenal,0,3,True,Sunderland,25
Noni Madueke,18,59,0,0,0,0,0,0,0,0,0,0,0,3,3.8,1.6,13.0,1.8,1,0.02,0.02,0.04,0.17,1,False,241,Arsenal,MID,68,Sunderland,Arsenal,0,3,True,Sunderland,25
Gabriel Martinelli Silva,19,30,0,1,0,0,0,0,0,0,0,0,0,20,26.2,13.5,25.0,6.5,0,0.04,0.26,0.30,0.02,4,False,241,Arsenal,MID,68,Sunderland,Arsenal,0,3,True,Sunderland,25
Leandro Trossard,20,88,0,1,1,0,0,0,0,0,0,0,0,23,34.8,49.7,20.0,10.5,1,0.14,0.19,0.33,0.17,6,False,241,Arsenal,MID,68,Sunderland,Arsenal,0,3,True,Sunderland,25
Declan Rice,21,90,0,0,1,0,0,0,0,0,0,0,0,16,16.4,36.2,3.0,5.6,1,0.03,0.16,0.19,0.19,5,False,241,Arsenal,MID,75,Sunderland,Arsenal,0,3,True,Sunderland,25
Mikel Merino Zazón,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,54,Sunderland,Arsenal,0,3,True,Sunderland,25
Fábio Ferreira Vieira,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,54,Sunderland,Arsenal,0,3,True,Sunderland,25
Christian Nørgaard,24,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.02,1,False,241,Arsenal,MID,51,Sunderland,Arsenal,0,3,True,Sunderland,25
Ethan Nwaneri,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,50,Sunderland,Arsenal,0,3,True,Sunderland,25
Martín Zubimendi Ibáñez,26,90,1,0,1,0,0,0,0,0,0,0,2,39,41.4,5.7,9.0,5.6,1,0.03,0.04,0.07,0.19,10,False,241,Arsenal,MID,52,Sunderland,Arsenal,0,3,True,Sunderland,25
Reiss Nelson,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,249,Brentford,MID,48,Brentford,Newcastle,3,2,False,Newcastle,25
Ismeal Kabia,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,45,Sunderland,Arsenal,0,3,True,Sunderland,25
Albert Sambi Lokonga,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,241,Arsenal,MID,45,Sunderland,Arsenal,0,3,True,Sunderland,25
Kai Havertz,30,66,0,1,1,0,0,0,0,0,0,0,0,25,21.6,21.1,18.0,6.1,1,0.21,0.04,0.25,0.17,5,False,241,Arsenal,FWD,73,Sunderland,Arsenal,0,3,True,Sunderland,25
Gabriel Fernando de Jesus,31,59,0,0,0,0,0,0,0,0,0,0,0,1,2.2,1.0,19.0,2.2,1,0.01,0.03,0.04,0.17,1,False,241,Arsenal,FWD,64,Sunderland,Arsenal,0,3,True,Sunderland,25
Emiliano Martínez Romero,32,90,0,0,0,1,0,0,0,0,0,7,2,26,49.4,0.0,0.0,4.9,1,0.00,0.00,0.00,2.06,6,False,242,Aston Villa,GK,50,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Marco Bizot,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,242,Aston Villa,GK,42,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Joe Gauci,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,242,Aston Villa,GK,40,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Filip Marschall,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,242,Aston Villa,GK,40,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Matty Cash,36,90,0,0,0,1,0,0,0,0,0,0,0,5,13.0,0.9,21.0,3.5,1,0.04,0.00,0.04,2.06,2,False,242,Aston Villa,DEF,49,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Lucas Digne,37,85,0,0,0,1,0,0,0,0,0,0,0,14,17.6,6.1,0.0,2.4,1,0.00,0.02,0.02,1.71,4,False,242,Aston Villa,DEF,45,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Ezri Konsa Ngoyo,38,90,0,0,0,1,0,0,0,0,0,0,0,14,18.2,0.4,0.0,1.9,1,0.00,0.00,0.00,2.06,2,False,242,Aston Villa,DEF,44,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Ian Maatsen,39,13,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,4.0,0.4,0,0.00,0.01,0.01,0.43,1,False,242,Aston Villa,DEF,42,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Tyrone Mings,40,90,0,0,0,1,0,0,0,0,0,0,0,12,19.2,1.0,10.0,3.0,1,0.09,0.01,0.10,2.06,2,False,242,Aston Villa,DEF,43,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
Pau Torres,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,242,Aston Villa,DEF,43,Aston Villa,Bournemouth,1,1,False,Bournemouth,25
