name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,1,0,0,0,0,0,0,0,0,20,2.2,0.0,0.0,0.2,1,0.00,0.01,0.01,0.19,6,False,361,Arsenal,GK,61,Burnley,Arsenal,0,1,True,Burnley,37
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,GK,40,Burnley,Arsenal,0,1,True,Burnley,37
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,GK,40,Burnley,Arsenal,0,1,True,Burnley,37
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,GK,39,Burnley,Arsenal,0,1,True,Burnley,37
Gabriel dos Santos Magalhães,5,90,0,0,1,0,0,0,0,0,0,0,0,22,6.8,1.1,3.0,1.1,1,0.00,0.04,0.04,0.19,6,False,361,Arsenal,DEF,73,Burnley,Arsenal,0,1,True,Burnley,37
William Saliba,6,90,0,0,1,0,0,0,0,0,0,0,2,27,19.6,1.8,0.0,2.1,1,0.00,0.01,0.01,0.19,8,False,361,Arsenal,DEF,62,Burnley,Arsenal,0,1,True,Burnley,37
Riccardo Calafiori,7,71,0,0,1,0,0,0,0,0,0,0,2,27,11.8,33.3,6.0,5.1,1,0.00,0.13,0.13,0.19,8,False,361,Arsenal,DEF,56,Burnley,Arsenal,0,1,True,Burnley,37
Jurriën Timber,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,60,Burnley,Arsenal,0,1,True,Burnley,37
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,54,Burnley,Arsenal,0,1,True,Burnley,37
Myles Lewis-Skelly,10,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.00,1,False,361,Arsenal,DEF,50,Burnley,Arsenal,0,1,True,Burnley,37
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,51,Burnley,Arsenal,0,1,True,Burnley,37
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,368,Nottingham,DEF,49,Nottingham,Manchester United,2,3,False,Manchester United,37
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,37,Burnley,Arsenal,0,1,True,Burnley,37
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,39,Burnley,Arsenal,0,1,True,Burnley,37
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,DEF,37,Burnley,Arsenal,0,1,True,Burnley,37
Bukayo Saka,16,90,0,1,1,0,0,0,0,0,0,0,2,27,24.4,18.7,24.0,6.7,1,0.20,0.29,0.49,0.19,10,False,361,Arsenal,MID,100,Burnley,Arsenal,0,1,True,Burnley,37
Martin Ødegaard,17,90,0,0,1,0,0,0,0,0,0,0,0,10,6.8,18.7,7.0,3.3,1,0.21,0.09,0.30,0.19,3,False,361,Arsenal,MID,78,Burnley,Arsenal,0,1,True,Burnley,37
Noni Madueke,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,MID,68,Burnley,Arsenal,0,1,True,Burnley,37
Gabriel Martinelli Silva,19,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,0.00,0.00,0.00,0.00,1,False,361,Arsenal,MID,68,Burnley,Arsenal,0,1,True,Burnley,37
Leandro Trossard,20,90,0,0,1,0,0,0,0,0,0,0,0,12,0.8,14.3,7.0,2.2,1,0.08,0.11,0.18,0.19,3,False,361,Arsenal,MID,65,Burnley,Arsenal,0,1,True,Burnley,37
Declan Rice,21,90,0,0,1,0,0,0,0,0,0,0,0,19,24.6,6.3,4.0,3.5,1,0.00,0.04,0.04,0.19,5,False,361,Arsenal,MID,72,Burnley,Arsenal,0,1,True,Burnley,37
Mikel Merino Zazón,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,MID,53,Burnley,Arsenal,0,1,True,Burnley,37
Fábio Ferreira Vieira,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,MID,54,Burnley,Arsenal,0,1,True,Burnley,37
Christian Nørgaard,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,361,Arsenal,MID,51,Burnley,Arsenal,0,1,True,Burnley,37
