name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,1,0,0,0,0,0,4,0,18,28.2,3.0,0.0,3.1,1,0.00,0.00,0.00,0.76,3,False,269,Arsenal,GK,60,Arsenal,Tottenham,4,1,False,Tottenham,27
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,GK,41,Arsenal,Tottenham,4,1,False,Tottenham,27
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,GK,40,Arsenal,Tottenham,4,1,False,Tottenham,27
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,GK,39,Arsenal,Tottenham,4,1,False,Tottenham,27
Gabriel dos Santos Magalhães,5,90,0,0,0,1,0,0,0,0,0,0,0,12,18.2,1.8,0.0,2.0,1,0.00,0.01,0.01,0.76,2,False,269,Arsenal,DEF,71,Arsenal,Tottenham,4,1,False,Tottenham,27
William Saliba,6,90,0,0,0,1,0,0,0,0,0,0,0,9,16.6,2.5,7.0,2.6,1,0.24,0.01,0.25,0.76,2,False,269,Arsenal,DEF,61,Arsenal,Tottenham,4,1,False,Tottenham,27
Riccardo Calafiori,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,56,Arsenal,Tottenham,4,1,False,Tottenham,27
Jurriën Timber,8,56,0,1,0,1,0,0,0,1,0,0,0,14,25.8,38.2,4.0,6.8,1,0.00,0.20,0.20,0.35,3,False,269,Arsenal,DEF,64,Arsenal,Tottenham,4,1,False,Tottenham,27
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,54,Arsenal,Tottenham,4,1,False,Tottenham,27
Myles Lewis-Skelly,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,51,Arsenal,Tottenham,4,1,False,Tottenham,27
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,51,Arsenal,Tottenham,4,1,False,Tottenham,27
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,267,Nottingham,DEF,49,Liverpool,Nottingham,1,0,True,Liverpool,27
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,38,Arsenal,Tottenham,4,1,False,Tottenham,27
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,39,Arsenal,Tottenham,4,1,False,Tottenham,27
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,269,Arsenal,DEF,37,Arsenal,Tottenham,4,1,False,Tottenham,27
Bukayo Saka,16,90,0,1,0,1,0,0,0,0,0,0,0,18,18.2,31.3,89.0,13.9,1,0.58,0.12,0.70,0.63,5,False,269,Arsenal,MID,98,Arsenal,Tottenham,4,1,False,Tottenham,27
Martin Ødegaard,17,13,0,1,0,0,0,0,0,0,0,0,0,16,17.6,10.8,0.0,2.8,0,0.00,0.01,0.01,0.42,4,False,269,Arsenal,MID,78,Arsenal,Tottenham,4,1,False,Tottenham,27
Noni Madueke,18,1,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.13,1,False,269,Arsenal,MID,68,Arsenal,Tottenham,4,1,False,Tottenham,27
