name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,2,0,0,0,0,0,4,0,13,35.2,0.0,0.0,3.5,1,0.00,0.00,0.00,2.16,2,False,141,Arsenal,GK,60,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,GK,41,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,GK,40,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,GK,39,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Gabriel dos Santos Magalhães,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,62,Arsenal,Aston Villa,1,2,False,Aston Villa,15
William Saliba,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,60,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Riccardo Calafiori,7,85,0,0,0,1,0,0,0,1,0,0,0,2,6.6,3.1,6.0,1.6,1,0.00,0.01,0.01,1.36,1,False,141,Arsenal,DEF,58,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Jurriën Timber,8,90,0,0,0,2,0,0,0,0,0,0,0,7,24.0,1.8,4.0,3.0,1,0.23,0.01,0.24,2.16,3,False,141,Arsenal,DEF,65,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,54,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Myles Lewis-Skelly,10,4,0,0,0,1,0,0,0,0,0,0,0,-1,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.80,1,False,141,Arsenal,DEF,51,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Benjamin White,11,90,0,0,0,2,0,0,0,0,0,0,0,18,24.0,17.6,23.0,6.5,1,0.32,0.26,0.58,2.16,1,False,141,Arsenal,DEF,53,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,144,Nottingham,DEF,49,Nottingham,Everton,0,3,False,Everton,15
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,38,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,39,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,DEF,38,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Bukayo Saka,16,78,0,1,0,1,0,0,0,1,0,0,0,18,12.6,46.3,36.0,9.5,1,0.58,0.31,0.89,1.32,4,False,141,Arsenal,MID,102,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Martin Ødegaard,17,90,0,0,0,2,0,0,0,0,0,0,0,21,25.8,36.2,27.0,8.9,1,0.14,0.15,0.29,2.16,2,False,141,Arsenal,MID,78,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Noni Madueke,18,11,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,4.0,0.4,0,0.05,0.00,0.05,0.84,1,False,141,Arsenal,MID,68,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Gabriel Martinelli Silva,19,4,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.80,1,False,141,Arsenal,MID,68,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Leandro Trossard,20,40,1,0,0,0,0,0,0,0,0,0,0,23,37.0,0.6,58.0,9.6,0,0.46,0.01,0.47,0.49,6,False,141,Arsenal,MID,69,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Declan Rice,21,90,0,0,0,2,0,0,0,0,0,0,2,30,36.6,37.7,12.0,8.6,1,0.14,0.13,0.27,2.16,6,False,141,Arsenal,MID,71,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Mikel Merino Zazón,22,45,0,0,0,1,0,0,0,0,0,0,0,4,4.0,1.6,2.0,0.8,1,0.00,0.01,0.01,0.87,1,False,141,Arsenal,MID,60,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Fábio Ferreira Vieira,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,MID,54,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Christian Nørgaard,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,MID,52,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Ethan Nwaneri,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,MID,51,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Martín Zubimendi Ibáñez,26,90,0,0,0,2,0,0,0,0,0,0,0,14,13.2,2.8,0.0,1.6,1,0.00,0.02,0.02,2.16,2,False,141,Arsenal,MID,53,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Reiss Nelson,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,149,Brentford,MID,48,Brentford,Tottenham,0,2,False,Tottenham,15
Ismeal Kabia,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,MID,45,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Albert Sambi Lokonga,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,MID,45,Arsenal,Aston Villa,1,2,False,Aston Villa,15
Kai Havertz,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,141,Arsenal,FWD,73,Arsenal,Aston Villa,1,2,False,Aston Villa,15
