name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,1,0,0,0,0,0,0,1,0,25,15.0,0.1,0.0,1.5,1,0.00,0.00,0.00,0.47,6,False,81,Arsenal,GK,57,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,GK,42,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,GK,40,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,GK,40,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Gabriel dos Santos Magalhães,5,90,0,0,1,0,0,0,0,0,0,0,3,32,27.2,11.2,9.0,4.7,1,0.10,0.03,0.13,0.47,9,False,81,Arsenal,DEF,64,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
William Saliba,6,45,0,0,0,0,0,0,0,0,0,0,0,10,7.4,1.5,0.0,0.9,1,0.00,0.02,0.02,0.08,1,False,81,Arsenal,DEF,60,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Riccardo Calafiori,7,81,0,0,1,0,0,0,0,0,0,0,0,26,4.6,3.8,2.0,1.0,1,0.07,0.02,0.09,0.46,6,False,81,Arsenal,DEF,58,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Jurriën Timber,8,90,0,0,1,0,0,0,0,0,0,0,0,25,11.8,16.7,2.0,3.1,1,0.00,0.04,0.04,0.47,6,False,81,Arsenal,DEF,60,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,DEF,54,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Myles Lewis-Skelly,10,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.01,1,False,81,Arsenal,DEF,52,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Benjamin White,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,DEF,54,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,83,Nottingham,DEF,49,Nottingham,Bournemouth,0,2,False,Bournemouth,9
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,DEF,39,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,DEF,39,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,81,Arsenal,DEF,39,Crystal Palace,Arsenal,0,1,True,Crystal Palace,9
