name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,1,0,0,0,0,0,2,0,12,20.0,10.0,0.0,3.0,1,0.00,0.02,0.02,0.52,2,False,25,Arsenal,GK,55,Arsenal,Liverpool,0,1,False,Liverpool,3
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,25,Arsenal,GK,44,Arsenal,Liverpool,0,1,False,Liverpool,3
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,25,Arsenal,GK,40,Arsenal,Liverpool,0,1,False,Liverpool,3
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,25,Arsenal,GK,40,Arsenal,Liverpool,0,1,False,Liverpool,3
Gabriel dos Santos Magalhães,5,90,0,0,0,1,0,0,0,0,0,0,0,8,15.4,1.4,2.0,1.9,1,0.02,0.01,0.03,0.52,2,False,25,Arsenal,DEF,61,Arsenal,Liverpool,0,1,False,Liverpool,3
William Saliba,6,4,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,1,0.00,0.00,0.00,0.00,1,False,25,Arsenal,DEF,61,Arsenal,Liverpool,0,1,False,Liverpool,3
Riccardo Calafiori,7,90,0,0,0,1,0,0,0,0,0,0,0,9,9.8,1.9,11.0,2.3,1,0.13,0.01,0.14,0.52,2,False,25,Arsenal,DEF,56,Arsenal,Liverpool,0,1,False,Liverpool,3
Jurriën Timber,8,90,0,0,0,1,0,0,0,0,0,0,0,7,11.4,12.4,11.0,3.5,1,0.09,0.05,0.14,0.52,2,False,25,Arsenal,DEF,56,Arsenal,Liverpool,0,1,False,Liverpool,3
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,25,Arsenal,DEF,54,Arsenal,Liverpool,0,1,False,Liverpool,3
Myles Lewis-Skelly,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,25,Arsenal,DEF,54,Arsenal,Liverpool,0,1,False,Liverpool,3
