name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,2,0,0,0,0,0,2,0,8,21.0,0.0,0.0,2.1,1,0.00,0.00,0.00,1.36,1,False,327,Arsenal,GK,60,Arsenal,Manchester City,1,2,False,Manchester City,33
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,GK,40,Arsenal,Manchester City,1,2,False,Manchester City,33
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,GK,40,Arsenal,Manchester City,1,2,False,Manchester City,33
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,GK,39,Arsenal,Manchester City,1,2,False,Manchester City,33
Gabriel dos Santos Magalhães,5,90,0,0,0,2,0,0,0,1,0,0,0,2,22.6,0.2,5.0,2.8,1,0.02,0.01,0.03,1.36,0,False,327,Arsenal,DEF,71,Arsenal,Manchester City,1,2,False,Manchester City,33
William Saliba,6,90,0,0,0,2,0,0,0,0,0,0,0,13,23.8,2.5,0.0,2.6,1,0.00,0.02,0.02,1.36,3,False,327,Arsenal,DEF,61,Arsenal,Manchester City,1,2,False,Manchester City,33
Riccardo Calafiori,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,DEF,56,Arsenal,Manchester City,1,2,False,Manchester City,33
Jurriën Timber,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,DEF,61,Arsenal,Manchester City,1,2,False,Manchester City,33
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,DEF,54,Arsenal,Manchester City,1,2,False,Manchester City,33
Myles Lewis-Skelly,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,327,Arsenal,DEF,50,Arsenal,Manchester City,1,2,False,Manchester City,33
