name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
David Raya Martín,1,90,0,0,0,1,0,0,0,0,0,1,0,8,13.6,0.1,0.0,1.4,1,0.00,0.00,0.00,0.38,2,False,151,Arsenal,GK,60,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Kepa Arrizabalaga Revuelta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,GK,41,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Karl Hein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,GK,40,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Tommy Setford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,GK,39,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Gabriel dos Santos Magalhães,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,62,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
William Saliba,6,90,0,0,0,1,0,0,0,0,0,0,0,14,16.4,5.1,4.0,2.6,1,0.00,0.02,0.02,0.38,2,False,151,Arsenal,DEF,59,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Riccardo Calafiori,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,57,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Jurriën Timber,8,90,0,0,0,1,0,0,0,0,0,0,0,7,8.0,16.5,10.0,3.5,1,0.19,0.02,0.21,0.38,2,False,151,Arsenal,DEF,65,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Jakub Kiwior,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,54,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Myles Lewis-Skelly,10,59,0,0,0,1,0,0,0,0,0,0,0,8,8.0,23.7,10.0,4.2,0,0.05,0.03,0.08,0.23,1,False,151,Arsenal,DEF,51,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Benjamin White,11,30,0,0,0,0,0,0,0,0,0,0,0,3,0.0,8.4,2.0,1.0,1,0.00,0.01,0.01,0.14,1,False,151,Arsenal,DEF,54,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Oleksandr Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,158,Nottingham,DEF,49,Tottenham,Nottingham,0,3,True,Tottenham,16
Brayden Clarke,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,38,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Maldini Kacurri,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,39,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Josh Nichols,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,DEF,38,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Bukayo Saka,16,90,0,2,0,1,0,0,0,0,0,0,3,52,21.6,59.5,14.0,9.5,1,0.03,0.42,0.45,0.38,11,False,151,Arsenal,MID,103,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Martin Ødegaard,17,33,0,0,0,1,0,0,0,0,0,0,0,2,0.0,15.9,9.0,2.5,0,0.12,0.02,0.14,0.09,1,False,151,Arsenal,MID,78,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Noni Madueke,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,MID,68,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Gabriel Martinelli Silva,19,56,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,2.4,24.0,2.0,1,0.34,0.03,0.37,0.28,1,False,151,Arsenal,MID,68,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Leandro Trossard,20,33,0,0,0,1,0,0,0,0,0,0,0,9,9.6,38.2,6.0,5.4,0,0.03,0.21,0.24,0.09,1,False,151,Arsenal,MID,69,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Declan Rice,21,90,0,0,0,1,0,0,0,0,0,0,0,12,9.2,26.4,16.0,5.2,1,0.14,0.13,0.27,0.38,2,False,151,Arsenal,MID,71,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Mikel Merino Zazón,22,32,0,0,0,1,0,0,0,0,0,0,0,5,5.8,3.5,5.0,1.4,0,0.05,0.00,0.05,0.09,1,False,151,Arsenal,MID,61,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
Fábio Ferreira Vieira,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False,151,Arsenal,MID,54,Wolverhampton,Arsenal,1,2,True,Wolverhampton,16
